1223565364,2,2
1216594198,2,3
1222199907,2,2
1227893363,6,2
1253703829,4,2
1254068038,12,2
1254859501,3,2
1254860263,2,3
1254962176,3,2
1255644764,2,2
1255893691,4,2
1255946122,2,3
1251369404,7,2
1256395037,2,2
1257087237,3,2
1257268457,2,2
1257441263,5,2
1257556512,3,2
1257971796,5,2
1258561694,5,2
1260007070,3,2
1260381415,5,2
1242674716,2,2
1251021629,4,2
1251152429,5,2
1251161688,2,2
1251246151,2,2
1251338083,2,2
1251370974,4,2
1251387251,2,2
1251389226,3,2
1251466620,2,2
1251473718,3,2
1251489392,3,2
1251670680,11,2
1251740643,3,2
1251741808,5,2
1251831475,3,2
1251891537,2,2
1252918788,3,2
1252919094,9,2
1253307742,2,2
1289056552,2,3
1288645494,5,2
1288641951,5,3
1282595352,3,2
1272301633,10,2
1285106528,10,2
1283427597,9,2
1263858115,5,2
1277303931,2,2
1275315211,2,4
1270487903,5,2
1268348529,2,2
1267719414,5,2
1265673312,6,3
1290102812,4,2
1290103656,2,2
1291203237,2,2
1291467805,3,3
1292020817,2,4
1292155730,3,3
1294591632,2,4
1295353324,3,2
1296070037,4,2
1296130811,4,3
1296423867,3,2
1296927048,3,2
1297420327,6,2
1300111346,2,2
1300477805,3,2
1300628445,7,2
1300976955,3,2
1302183520,4,2
1302476529,6,2
1302639067,9,2
1303383864,4,2
1304038447,4,2
1304979107,3,2
1307808596,3,4
1308918101,2,4
1309483503,8,3
1310406279,2,2
1310776406,2,3
1311165556,3,2
1314019743,6,2
1314039844,2,2
1314047575,20,3
1314189782,8,2
1314445952,3,5
1315045959,3,3
1315383904,7,2
1315909399,4,2
1315949682,3,2
1316443303,5,2
1316706685,3,2
1317146793,3,2
1317464878,2,2
1317558444,3,4
1317861075,6,2
1317901992,2,2
1318705406,3,2
1318879157,16,2
1319399837,3,3
1320075466,2,2
1320086947,2,4
1320273781,3,2
1320683774,3,2
1321387544,2,2
1321638069,7,2
1322555002,2,2
1323529781,4,3
1323537899,3,5
1323644419,6,2
1324078554,5,3
1324126217,3,3
1324764640,2,5
1325335431,3,5
1355223876,4,3
1355228902,2,2
1355451339,2,2
1356046215,3,3
1356087786,3,2
1317953132,2,2
1326741049,2,3
1327359228,6,2
1328009271,2,2
1329517379,4,2
1330511468,4,3
1331237676,3,2
1331424853,3,2
1332868144,3,2
1334772174,5,2
1335469011,2,2
1335995984,2,2
1336247915,3,3
1337970091,5,5
1340233800,2,2
1345911040,2,4
1346523222,3,2
1346704826,4,5
1346708809,4,2
1346961420,3,2
1347224501,4,2
1347716399,4,2
1348092826,3,2
1348158739,6,2
1348407553,2,2
1349401470,5,2
1349402354,5,2
1350144053,2,2
1350759418,2,4
1351121984,2,3
1351254922,5,2
1351684987,3,2
1354541515,2,4
1354569928,19,2
1354989048,2,2
1295126084,2,2
