1251053465,2,2
1251735637,2,2
1251358417,3,2
1251739871,2,2
1245230888,14,2
1252003262,3,2
1248785583,5,2
1251970600,2,2
1245021807,7,2
1250287798,3,2
1252091234,2,2
1253543312,2,2
1253555455,2,2
1253264848,5,2
1253040504,37,2
1253624757,21,2
1253365446,8,2
1253639023,11,2
1253641165,6,2
1253054729,4,2
1253825861,2,2
1253826153,2,2
1253904238,5,2
1252938550,9,2
1253995782,7,2
1254016345,11,2
1254083923,12,2
1254430363,2,2
1254480548,3,2
1254487984,2,2
1254508771,7,2
1254536404,21,2
1254615374,2,2
1254663353,21,2
1254663975,17,2
1254670203,2,2
1254739245,2,2
1254745608,2,2
1254770908,11,2
1254781396,7,2
1254785275,3,2
1254852865,2,2
1254862757,2,2
1254996336,2,2
1255005401,2,2
1255105170,2,2
1255276402,6,2
1255276480,16,2
1255277476,12,2
1255277760,6,2
1255277926,12,2
1252854078,5,2
1255278470,11,2
1255287263,5,2
1255289229,4,2
1255290375,2,2
1255291487,2,2
1255622000,2,2
1255700450,3,2
1255780322,2,2
1255865418,2,2
1255873645,34,2
1255893330,3,2
1255911883,6,2
1255934502,6,2
1256211398,2,2
1256229614,2,2
1256249104,2,2
1256375366,2,2
1256491824,2,2
1256492174,4,2
1256493928,4,2
1256494483,4,2
1256494885,2,2
1256501841,3,2
1256501883,2,2
1256502243,2,2
1256592362,5,2
1256594185,4,2
1252717988,4,2
1256594358,4,2
1256594504,2,2
1256599318,3,2
1256600577,7,2
1256603194,21,2
1256603681,8,2
1256630909,4,2
1256635361,2,2
1256638308,2,2
1256651285,2,2
1256661859,4,2
1256663993,3,2
1256664294,5,2
1256674485,2,2
1256674493,2,2
1256675880,4,2
1256676694,2,2
1256677547,2,2
1256683761,5,2
1256700986,2,2
1256718767,3,2
1256720073,4,2
1256726804,3,2
1256751135,3,2
1256753485,2,2
1256754016,6,2
1256757165,3,2
1256781757,2,2
1256838236,3,2
1256854882,4,2
1256913211,2,2
1256913252,3,2
1257110980,2,2
1257116116,3,2
1257155834,7,2
1257167153,2,2
1257180295,16,2
1257182976,2,2
1257239662,4,2
1257320525,2,2
1257336051,2,2
1257357113,2,2
1257357195,8,2
1257369307,2,2
1257369365,2,2
1257369499,2,2
1257381295,3,2
1243722537,3,2
1246126022,6,2
1251969291,2,2
1243932915,44,2
1257422575,5,2
1257514630,5,2
1257514845,2,2
1257517888,2,2
1257528436,2,2
1257530751,12,2
1257531880,2,2
1257537899,2,2
1257539339,6,2
1257585108,4,2
1257653304,4,2
1257694934,2,2
1257781604,11,2
1257781715,2,2
1257800603,3,2
1257800686,2,2
1257830858,4,2
1257841159,3,2
1253349378,5,2
1257934503,37,2
1257981867,7,2
1258021878,4,2
1258022831,2,2
1258043632,5,2
1258045017,2,2
1258045922,2,2
1258063893,5,2
1258067129,2,2
1258067219,3,2
1258126718,4,2
1258131544,3,2
1258132057,2,2
1258364333,2,2
1258580465,3,2
1258623801,4,2
1258637615,3,2
1258642449,5,2
1258659542,5,2
1258664316,3,2
1258666849,3,2
1258668194,2,2
1258758160,4,2
1258777297,2,2
1258857562,7,2
1259005102,2,2
1259008457,2,2
1259013609,2,2
1259177476,2,2
1259333743,2,2
1259450953,6,2
1259451052,2,2
1259451073,2,2
1259452362,2,2
1259455489,8,2
1259486927,2,2
1259745212,5,2
1259754616,5,2
1259761102,2,2
1259784707,2,2
1259794428,7,2
1259794926,3,2
1259836174,4,2
1259869870,2,2
1259995505,2,2
1260108627,4,2
1260177508,3,2
1260183534,2,2
1260183698,2,2
1260222491,2,2
1260263685,4,2
1260264310,2,2
1260265684,24,2
1260270315,3,2
1260281469,9,2
1260341812,10,2
1260375568,2,2
1260382693,2,2
1260441678,3,2
1260443361,2,2
1260469540,3,2
1260721856,2,2
1260730937,4,2
1260737638,2,2
1260820606,3,2
1260821189,4,2
1260824945,2,2
1260826743,2,2
1260868475,3,2
1260905520,9,2
1260910919,2,2
1260933080,2,2
1260944437,2,2
1260953009,2,2
1260953803,3,2
1260959629,3,2
1260961414,4,2
1260965939,3,2
1261118751,2,2
1261145532,3,2
1261218936,2,2
1253038798,5,2
1261497809,4,2
1261653646,3,2
1261783044,4,2
1261786228,2,2
1261791976,2,2
1261865817,3,2
1261926638,3,2
1261934770,2,2
1262128994,2,2
1262130681,2,2
1262159160,3,2
1262175537,5,2
1243978002,2,2
1243025939,4,2
1243431478,5,2
1243541968,2,2
1245021085,5,2
1243964703,5,2
1243736595,4,2
1243432725,2,2
1243605365,3,2
1244584709,5,2
1248170478,3,2
1243809516,8,2
1244584673,3,2
1250628005,3,2
1247557038,2,2
1243940852,3,2
1243490473,4,2
1244584594,3,2
1245963072,2,2
1250712732,2,2
1246466496,2,2
